时间	转发数	评论数	点赞数	微博内容	字数	转发	转发内容	
02-08	2	18	13	返程天气提醒	0	是	#春节天气# 【雨雪继续来看看有你那不】中央气象台预计：1、中东部有大范围雨雪受冷空气和西南暖湿气流共同影响，8日至10日，西北地区东部、华北西部、黄淮、江淮、江汉中北部、江南东北部等地有小到中雪或雨转雪（雨夹雪），局地有大雪，湖南西部和贵州东部局地有冻雨。2、西藏南部有较强降雪。8日至9日，西藏南部将有大到暴雪天气，局地有大暴雪或特大暴雪。另外，8日至10日，青藏高原大部地区将有明显降温和大风天气，降温幅度可达6～10℃，局地12℃以上，同时伴有5～7级风。
02-08	3	17	24	【上班天气】预计早晨6-9时，全市多云为主；气温20-23℃；相对湿度75%-95%；全市能见度基本在5-15公里。多云为主，较适合进行户外活动。 深圳市气象台2019年02月08日05时43分发布。网页链接 	186	否	
02-08	6	10	19	【今日天气】我市多云，早晚有轻雾；气温20-28℃；东南风2-3级；相对湿度55%-95% 深圳市气象台2019年02月08日05时31分发布。网页链接 	134	否	
02-07	12	17	74	赏花的好天气！	0	是	#去看那花花世界#深圳·小南山公园 蝶恋花。。。@深圳天气 @行者老湖 @深圳新鲜事 @深圳同城 。。 
02-07	4	24	42	白天能见度不错，早晚有轻雾，能见度稍低，即将返程高峰期，注意行车安全喔	0	是	#飞来飞去的2019# I❤️SZ@深圳天气   （17点左右拍滴～） 
02-07	0	12	11	【下班天气】预计17-20时，全市多云间晴，天气适宜，气温22-26℃，相对湿度60%-85%，能见度5-15公里，夜间有轻雾，能见度略有下降。即将进入返程高峰期，大家行车注意安全。 深圳市气象台2019年02月07日16时31分发布。网页链接 	220	否	
02-07	6	44	34	【深圳市天气提示】#春节假期中后期天气平稳，气温偏高#初四至初五（8-9日）可见阳光，早晚有轻雾，中午前后较热，初四气温20-28℃；初六至初七（10-11日）云量增多，沿海和高地最大阵风7-8级，气温略降，最低气温17℃左右；初八起气温回升，早晚舒适，中午前后较热。需关注低能见度对春运的影响。 	276	否	
02-07	1	17	21	#2019年春运回家# 返程还请注意安全~	0	是	节后首场大范围雨雪拉开帷幕 返程公众需加强防范 网页链接 
02-07	5	83	48	返程回乡看过来了喂！！！别怕，深圳最高二十几度呢	0	是	#春运这些天# #大年初三# #冷空气上线#吆喝一下~~~~返程回乡看过来了喂！！！别怕，广州十几度呢冷空气南下，我国中东部大风降温雨雪齐聚；西藏南部强降雪。昨天促使北京喜提初雪的这股冷空气，给淮河以北地区普遍带去了降温，今早冷空气前沿已抵达长江沿线，今后三天冷空气还将继续影响我国中东部地区，大风降温雨雪全员登场，雾和霾天气也将因冷空气到来而消散。！广东今日依然短袖、薄衫满街跑！羡慕不冷空气发力，江南多地降温如换季，中东部雨雪广泛。目前影响我国的两路冷空气，东路正在中东部南下，西路正影响新疆。今后三天新疆北部、西北地区东部、东北地区东南部、江淮、江南、华南北部、贵州等地气温将先后下降6～8℃，局地10℃以上，长江中下游以北地区有4～6级风、阵风7～8级，东部和南部海区有6～8级风。未来一周温暖基本只集中在云南以及华南南部一带（嗯，咱家还是属于温暖。），江南及其以北地区气温大多比常年同期偏低。特别是对于长江中下游沿线以及江南一带来说，从暖到冷的转变又快又猛，昨天江南多地最高气温还在20℃以上，江淮江汉部分地区15℃左右，春意明显，今天开始在冷空气和雨雪影响下将经历换季式降温，今天降幅最为明显。今后三天江南一带最高气温将逐渐跌至个位数，长江沿线甚至不足5℃，并且这一带低迷的气温将持续到11日，12日开始才逐渐回暖。冷空气南下与暖湿气流交汇，今后三天中东部雨雪广泛，西北地区东部、华北西部、黄淮、江淮、江汉等地有小到中雪或雨转雪（雨夹雪），局地有大雪。雨和雨夹雪分界线大致位于长江沿线，西段明后天有所南压，湖北西南部、湖南西部、贵州东部、重庆东南部一带将出现雨雪转换，湖南西北部、湖北南部有出现冻雨的可能。此次雨雪天气持续时间较长，或对公众出行、后期返程交通造成一定影响，保持关注。
02-07	9	94	80	猫宁呀~~~温暖的一天开始啦~~~预计今天白天22-28℃，天气温暖湿润~又是适合出行嗨皮的一天~小伙伴们有什么安排捏~~~ 	120	否	
02-07	3	22	26	【上班天气】天气舒适：预计早晨6-9时，全市多云间晴；气温21-23℃，相对湿度75%-100%，能见度5-15公里。天气舒适，可适当进行户外活动。 深圳市气象台2019年02月07日05时48分发布。网页链接 	187	否	
02-07	4	13	18	【今日天气】我市多云；气温21-28℃；东南风2-3级；相对湿度55%-95% 深圳市气象台2019年02月07日05时26分发布。网页链接 	122	否	
02-06	6	76	52	春节，趁着舒适天气，想去看什么就去看一下吧，不要窝着，知道吗？ 	62	否	
02-06	25	20	95	想看	0	是	王之视角：新年飞机上视角的满天烟花꒰⑅•ᴗ•⑅꒱  来源@鹿儿团团  鹿儿团团的秒拍视频 #春节天气# 
02-06	9	4	42	想看	0	是	【两分钟看全国各地新春的第一缕阳光！找到你家了么？】　2019农历己亥年大年初一，央视网直播中国记录下全国72个地点的第一缕阳光。这新春的第一道风景，伴您一同开启新春新征程。走进直播中国，去看实景中国美！网页链接 央视网的微博视频 
02-06	0	9	21	【下班天气】天气舒适，适宜出行：预计17-20时，全市晴间多云，沿海和高山地区有轻雾；气温22-25℃；相对湿度70%-95%；全市大部分地区能见度普遍在8公里以上。天气舒适，可适当进行户外活动。 深圳市气象台2019年02月06日16时53分发布。网页链接 	237	否	
02-06	18	39	96	今天深圳国家基本气象站录得最高气温为26.5℃，在历年（深圳有气象记录以来）的大年初二中，排名第二，差点刷新2014年大年初二创下最高气温26.8℃的记录。 	150	否	
02-06	6	15	26	【深圳市天气提示】未来3-4天早晚舒适有雾，中午前后较热：初三至初五（7-9日）大部分时间可见阳光，早晚有轻雾或雾，初三气温20-28℃；初六至初七（10-11日）弱冷空气影响，最低气温16℃左右；初八起天气再趋温暖湿润。需关注雾等低能见度天气的影响。深圳市气象台2019年2月6网页链接 	274	否	
02-06	19	78	113	好吧，够热，你们赢了！才刚刚立春，咋就争着入夏呢	0	是	#实况播报# 有人穿短袖吗 
02-06	2	1	19	转发微博	0	是	【春晚精彩继续绽放！深圳分会场完整版今晚九点重磅推出】2019年央视春晚深圳分会场完整版“拥抱春天——深圳春节联欢晚会”将于今晚21:08在央视综艺频道和深圳卫视播出 ！晚会精彩纷呈，“青春、时尚、科幻、未来”，以天地为幕，城市为台，43座楼宇光影变幻，667米超高炫酷节目单，5885平方屏幕视听盛宴，有多媒体互动相声。晚会演员阵容强大，邀请了张靓颖、廖昌永、郎朗、周华健、汪明荃、任贤齐、谭维维等多位明星参演，值得您期待。    央视一套综合频道2月7日（初三）17:10将重播该晚会。
02-06	12	66	58	回家的小伙伴们家乡有这么蓝的天吗？	0	是	26°C，初二开年，心想事成，身体健康@广东刘姐 @深圳天气 @就爱随手拍深圳 @OCT华侨城 @侨城生活君 深圳·深圳华侨城 
02-06	1	12	16	还是挺明显的雾气。//@韶关天气: 今明两天受低槽影响，早晚都会有轻雾或雾，湖边、山林间、高海拔区能见度较低，早晚出行的车辆注意安全，小心慢行。目前随着太阳出来，大部分地区能见度已回升，京珠北高速路段的能见度已在5公里以上，天气温暖，尽情享受春节假期吧@深圳天气	0	是	@韶关天气  我们花坪这边好大的雾 韶关 · 花坪镇 经过多少的微博视频 
02-06	1	40	36	正负55℃，什么样的感觉呢？ 查看图片	0	是	@深圳天气 彦祖，我想回深 
02-06	1	24	43	如果今天出行需要坐飞机，出现延误是因为天气原因的话，那也不是不可能，湖南、江西、江苏部分机场能见度较低，会影响飞起降落。 	130	否	
02-06	5	57	40	回复@查理杏仁3世:我们室内24℃，室外26℃//@查理杏仁3世:我们老家有暖气	0	是	离开深圳回家过年的童鞋们，你们家乡的天气如何？是不是还是觉得深圳温暖舒适！！晒晒你们家乡的美景啊！ 
02-06	4	42	66	大年初二，要干嘛？回娘家拜年。一大早温暖又湿润的天气，夏天的衣服随便搭配。 	80	否	
02-06	2	29	26	【上班天气】预计早晨6-9时，全市阴天间多云，大部有轻雾；气温19-23℃；相对湿度70%-85%；全市大部分地区能见度普遍在3-10公里。阴天间多云，天气温暖湿润，可适当进行户外活动。 深圳市气象台2019年02月06日05时44分发布。网页链接 	226	否	
02-06	12	16	24	【今日天气】我市多云，早晚有轻雾；气温19-27℃；东南风2-3级；相对湿度55%-95% 深圳市气象台2019年02月06日05时29分发布。网页链接 	134	否	
02-05	7	72	117	确认一下：刚过立春是吧？ 	34	否	
02-05	3	16	101	有心啦！	0	是	阿祖来看日落😔@深圳天气 深圳·宝安西湾红树林湿地公园 
02-05	11	113	126	空城？纳尼！现在全市已经没有那么多云了，不过夜间还是继续增加云量的。 深圳天气的微博视频 	100	否	
02-05	0	4	13	【下班天气】天气舒适：预计17-20时，全市多云为主；气温21-25℃，吹缓和的东南风；天气暖湿，全市大部有轻雾，入夜后能见度较差，相对湿度较大，出行请注意行车安全，新年快乐~ 深圳市气象台2019年02月05日16时49分发布。网页链接 	224	否	
02-05	5	10	23	【深圳市天气提示】春节假期天气温暖湿润，早晚有雾：初二至初五（6-9日）天气温暖湿润，大部分时间可见阳光，初二气温18-27℃；初六至初七（10-11日）弱冷空气影响，气温略降2-3℃。需关注雾等低能见度天气的影响。深圳市气象台2019年2月5日16时25分发布网页链接 	254	否	
02-05	2	14	25	我市东北部开始有分散小雨了，主要影响龙岗东北部和坪山地区。持续影响时间在半小时左右。 	84	否	
02-05	18	195	65	离开深圳回家过年的童鞋们，你们家乡的天气如何？是不是还是觉得深圳温暖舒适！！晒晒你们家乡的美景啊！ 	112	否	
02-05	1	50	105	年初一的中午，阳光已经若隐若现。午后开始，云量逐渐增多了。 	58	否	
02-05	0	26	19	恭喜@lms_1201 等5名用户获得【《深圳最美的天空》画册】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台	0	是	#天气君抽奖啦# 有时候抬起头觉得天上的云很漂亮，但却不知道这种云叫什么名字。为了让大家以后拍出漂亮的照片后可以骄傲地指出照片中出现的是什么云，天气君给大家准备了5本精美的画册。画册里每幅摄影作品旁边都标注了照片中出现了哪些云。有了这本画册，你也可以成为观天小能手哦。关注@深圳天气 并转发这条微博，天气君将在大年初一（2月5日）上午11点通过@微博抽奖平台 抽取5名粉丝，每人获得一本《深圳最美的天空》。这个画册可是价值两百块的哦，奖品将会包邮，或者你也可以选择和天气君约个时间来气象局自取，天气君可以简单地带你参观一下。
02-05	2	1	13	北上的朋友们要注意了！//@清远天气: 早上有轻雾，今天我市有分散小雨。司机朋友们出行一定要注意安全哦，谨慎驾驶~	0	是	#实时路况# 08时28分，广清高速清远段北行车流平稳。清连高速清新段有微雨和轻雾，路面湿滑注意驾驶安全。 清远交警高速二大队的秒拍视频 
02-05	14	77	48	全国收发压岁钱预报！	0	是	今天 你是发红包的还是收红包的？ 
02-05	5	48	122	大年初一要拜年，辞旧迎新，祝大家新的一年里出门就有好天气。今天的气温不错，非常适合出门拜年，大家讨多些红包。 	120	否	
02-05	46	129	872	赶个早~深圳天气给大家拜年啦~感谢无论台风暴雨强对流都对我们不离不弃的粉丝们，你们是深圳天气最坚强的后盾！祝我们可爱的迷弟迷妹们在新的一年身体健康~财源滚滚~元气满满~好运UP UP UP	0	是	#拜年短信##新年好##花式大拜年# 新年快乐🎉🎊 
